설문번호,그룹번호,설문문항번호,설문문항
302,7,5,"실시간 온라인 교육이 효과적인 수업방법(교안, 교재, 내용)으로 진행되어 집합교육보다 수업의 질이 더 높았습니까?"
302,7,6,실시간 온라인 교육이 강사와 소통(질문)하기 더 쉬웠습니까?
302,7,7,시스템에 접속하는데 어려움은 없었습니까?
302,7,8,실시간 온라인 교육은 원활히 진행되었다고 생각하십니까?
302,7,9,실시간 온라인 교육에서 개선되어야 할 점은 무엇이라고 생각하십니까?(중복가능)
302,7,10,본 교육과정에 적합한 강의 형태는 무엇이라고 생각하십니까?
302,7,11,실시간 온라인 교육의 수업시간(길이)은 적절하였습니까?
302,7,12,[용어 안내]⊙ 집합교육: 기존 인재개발원 교육⊙ 이러닝: 녹화된 교육(예: 나라배움터)⊙ 실시간 온라인 교육: 정해진 시간에 강사와 실시간으로 진행하는 교육
303,1,1,교육만족도 설문지입니다
303,1,2,성별
303,1,3,직급
303,1,4,근무연수
303,1,5,귀하께서 본 과정을 신청하게 된 동기는 무엇입니까?(중복선택 가능)
303,1,6,귀하께서 본 과정의 학습에 참여한 정도는 어떻게 되십니까?
303,1,7,귀하의 업무와 교육내용이 관련이 있습니까?
303,1,8,본 교육과정을 통해 귀하의 교육 목표를 달성하셨습니까?
303,1,9,직렬(직종)
303,1,10,근무처
303,5,1,이 과정 강의는 학습자의 흥미를 이끌어내는데 충분하였습니까?
303,5,2,교육운영에 관한 만족도 조사입니다.
303,5,3,본 과정의 교육내용 및 교과편성은 교육목표에 맞춰 잘 편성되었습니까?
303,5,4,이 과정의 교육인원은 적절하였습니까?
303,5,5,이 과정의 교육기간은 적절하였습니까?
303,5,6,"이 과정의 교수방법(강의식, 체험식, 발표 등)은 교육내용을 이해하는데 효과적이었습니까?"
303,5,7,이 과정의 교재·교육자료는 교육내용을 이해하는데 도움이 되었습니까?
303,5,11,교육효과에 관한 만족도 조사입니다.
303,5,12,학습한 내용은 직무 활용 또는 자기개발에 도움이 됩니까?
303,5,13,학습한 내용은 본인의 역량을 높이는데 도움이 될 것 같습니까?
303,5,14,이 과정에 대해 전반적으로 만족하십니까?
303,5,15,이 과정을 다른 동료에게 추천하시겠습니까?
303,5,16,이 밖에 교육과정 및 편의시설 등에 바라는 것이나 좋은 의견이 있으면 적어 주십시오.
303,6,1,교과목별 만족도 조사입니다.
303,6,2,강의내용
303,6,3,강의스킬
303,6,4,교육자료
303,6,5,교과목별 만족도 조사입니다.
303,6,6,강의내용
303,6,7,강의스킬
303,6,8,교육자료
303,7,1,전반적으로 실시간 온라인 교육이 기존 집합교육과 비교해 효과가 있었습니까?
303,7,2,실시간 온라인 교육 중 교육에만 집중할 수 있도록 주변환경이 조성되었습니까?
303,7,3,실시간 온라인 교육에 대한 만족도입니다.
303,7,4,실시간 온라인 교육이 집합교육보다 집중도가 높았습니까?
303,7,5,"실시간 온라인 교육이 효과적인 수업방법(교안, 교재, 내용)으로 진행되어 집합교육보다 수업의 질이 더 높았습니까?"
303,7,6,실시간 온라인 교육이 강사와 소통(질문)하기 더 쉬웠습니까?
303,7,7,시스템에 접속하는데 어려움은 없었습니까?
303,7,8,실시간 온라인 교육은 원활히 진행되었다고 생각하십니까?
303,7,9,실시간 온라인 교육에서 개선되어야 할 점은 무엇이라고 생각하십니까?(중복가능)
303,7,10,본 교육과정에 적합한 강의 형태는 무엇이라고 생각하십니까?
303,7,11,실시간 온라인 교육의 수업시간(길이)은 적절하였습니까?
303,7,12,[용어 안내]⊙ 집합교육: 기존 인재개발원 교육⊙ 이러닝: 녹화된 교육(예: 나라배움터)⊙ 실시간 온라인 교육: 정해진 시간에 강사와 실시간으로 진행하는 교육
304,1,1,교육만족도 설문지입니다
304,1,2,성별
304,1,3,직급
304,1,4,근무연수
304,1,5,귀하께서 본 과정을 신청하게 된 동기는 무엇입니까?(중복선택 가능)
304,1,6,귀하께서 본 과정의 학습에 참여한 정도는 어떻게 되십니까?
304,1,7,귀하의 업무와 교육내용이 관련이 있습니까?
304,1,8,본 교육과정을 통해 귀하의 교육 목표를 달성하셨습니까?
304,1,9,직렬(직종)
304,1,10,근무처
304,5,1,이 과정 강의는 학습자의 흥미를 이끌어내는데 충분하였습니까?
304,5,2,교육운영에 관한 만족도 조사입니다.
304,5,3,본 과정의 교육내용 및 교과편성은 교육목표에 맞춰 잘 편성되었습니까?
304,5,4,이 과정의 교육인원은 적절하였습니까?
304,5,5,이 과정의 교육기간은 적절하였습니까?
304,5,6,"이 과정의 교수방법(강의식, 체험식, 발표 등)은 교육내용을 이해하는데 효과적이었습니까?"
304,5,7,이 과정의 교재·교육자료는 교육내용을 이해하는데 도움이 되었습니까?
304,5,11,교육효과에 관한 만족도 조사입니다.
304,5,12,학습한 내용은 직무 활용 또는 자기개발에 도움이 됩니까?
304,5,13,학습한 내용은 본인의 역량을 높이는데 도움이 될 것 같습니까?
304,5,14,이 과정에 대해 전반적으로 만족하십니까?
304,5,15,이 과정을 다른 동료에게 추천하시겠습니까?
304,5,16,이 밖에 교육과정 및 편의시설 등에 바라는 것이나 좋은 의견이 있으면 적어 주십시오.
304,6,1,교과목별 만족도 조사입니다.
304,6,2,강의내용
304,6,3,강의스킬
304,6,4,교육자료
304,7,1,전반적으로 실시간 온라인 교육이 기존 집합교육과 비교해 효과가 있었습니까?
304,7,2,실시간 온라인 교육 중 교육에만 집중할 수 있도록 주변환경이 조성되었습니까?
304,7,3,실시간 온라인 교육에 대한 만족도입니다.
304,7,4,실시간 온라인 교육이 집합교육보다 집중도가 높았습니까?
304,7,5,"실시간 온라인 교육이 효과적인 수업방법(교안, 교재, 내용)으로 진행되어 집합교육보다 수업의 질이 더 높았습니까?"
304,7,6,실시간 온라인 교육이 강사와 소통(질문)하기 더 쉬웠습니까?
304,7,7,시스템에 접속하는데 어려움은 없었습니까?
304,7,8,실시간 온라인 교육은 원활히 진행되었다고 생각하십니까?
304,7,9,실시간 온라인 교육에서 개선되어야 할 점은 무엇이라고 생각하십니까?(중복가능)
304,7,10,본 교육과정에 적합한 강의 형태는 무엇이라고 생각하십니까?
304,7,11,실시간 온라인 교육의 수업시간(길이)은 적절하였습니까?
304,7,12,[용어 안내]⊙ 집합교육: 기존 인재개발원 교육⊙ 이러닝: 녹화된 교육(예: 나라배움터)⊙ 실시간 온라인 교육: 정해진 시간에 강사와 실시간으로 진행하는 교육
305,1,1,교육만족도 설문지입니다
305,1,2,성별
305,1,3,직급
305,1,4,근무연수
305,1,5,귀하께서 본 과정을 신청하게 된 동기는 무엇입니까?(중복선택 가능)
305,1,6,귀하께서 본 과정의 학습에 참여한 정도는 어떻게 되십니까?
305,1,7,귀하의 업무와 교육내용이 관련이 있습니까?
305,1,8,본 교육과정을 통해 귀하의 교육 목표를 달성하셨습니까?
305,1,9,직렬(직종)
305,1,10,근무처
305,5,1,이 과정 강의는 학습자의 흥미를 이끌어내는데 충분하였습니까?
305,5,2,교육운영에 관한 만족도 조사입니다.
305,5,3,본 과정의 교육내용 및 교과편성은 교육목표에 맞춰 잘 편성되었습니까?
305,5,4,이 과정의 교육인원은 적절하였습니까?
305,5,5,이 과정의 교육기간은 적절하였습니까?
305,5,6,"이 과정의 교수방법(강의식, 체험식, 발표 등)은 교육내용을 이해하는데 효과적이었습니까?"
305,5,7,이 과정의 교재·교육자료는 교육내용을 이해하는데 도움이 되었습니까?
305,5,11,교육효과에 관한 만족도 조사입니다.
305,5,12,학습한 내용은 직무 활용 또는 자기개발에 도움이 됩니까?
305,5,13,학습한 내용은 본인의 역량을 높이는데 도움이 될 것 같습니까?
305,5,14,이 과정에 대해 전반적으로 만족하십니까?
305,5,15,이 과정을 다른 동료에게 추천하시겠습니까?
305,5,16,이 밖에 교육과정 및 편의시설 등에 바라는 것이나 좋은 의견이 있으면 적어 주십시오.
305,6,1,교과목별 만족도 조사입니다.
305,6,2,강의내용
305,6,3,강의스킬
305,6,4,교육자료
305,7,1,전반적으로 실시간 온라인 교육이 기존 집합교육과 비교해 효과가 있었습니까?
305,7,2,실시간 온라인 교육 중 교육에만 집중할 수 있도록 주변환경이 조성되었습니까?
305,7,3,실시간 온라인 교육에 대한 만족도입니다.
305,7,4,실시간 온라인 교육이 집합교육보다 집중도가 높았습니까?
305,7,5,"실시간 온라인 교육이 효과적인 수업방법(교안, 교재, 내용)으로 진행되어 집합교육보다 수업의 질이 더 높았습니까?"
305,7,6,실시간 온라인 교육이 강사와 소통(질문)하기 더 쉬웠습니까?
305,7,7,시스템에 접속하는데 어려움은 없었습니까?
305,7,8,실시간 온라인 교육은 원활히 진행되었다고 생각하십니까?
305,7,9,실시간 온라인 교육에서 개선되어야 할 점은 무엇이라고 생각하십니까?(중복가능)
305,7,10,본 교육과정에 적합한 강의 형태는 무엇이라고 생각하십니까?
305,7,11,실시간 온라인 교육의 수업시간(길이)은 적절하였습니까?
305,7,12,[용어 안내]⊙ 집합교육: 기존 인재개발원 교육⊙ 이러닝: 녹화된 교육(예: 나라배움터)⊙ 실시간 온라인 교육: 정해진 시간에 강사와 실시간으로 진행하는 교육
320,1,1,교육만족도 설문지입니다
320,1,2,성별
320,1,3,직급
320,1,4,근무연수
320,1,9,직렬(직종)
320,1,10,근무처
320,6,1,교과목별 만족도 조사입니다. 
320,6,2,강의내용‧스킬
320,6,3,교육자료
320,7,1,전반적으로 실시간 온라인 교육이 기존 집합교육과 비교해 효과가 있었습니까?
320,7,3,실시간 온라인 교육에 대한 만족도입니다.
320,7,4,실시간 온라인 교육이 집합교육보다 집중도가 높았습니까?
320,7,5,"실시간 온라인 교육이 효과적인 수업방법(교안, 교재, 내용)으로 진행되어 집합교육보다 수업의 질이 더 높았습니까?"
320,7,6,실시간 온라인 교육이 집합교육보다 강사와 소통(질문)하기 더 쉬웠습니까?
320,7,9,실시간 온라인 교육에서 개선되어야 할 점은 무엇이라고 생각하십니까?(중복가능)
320,7,10,본 교육과정에 적합한 강의 형태는 무엇이라고 생각하십니까?
320,7,11,실시간 온라인 교육의 수업시간(길이)은 적절하였습니까?
320,7,12,[용어 안내]⊙ 집합교육: 기존 인재개발원 강의실에서 직접 대면으로 받는 교육⊙ 실시간 온라인교육: 강사와 실시간으로 화상강의(비대면)를 통해 진행하는 교육⊙ 사이버교육: 나라배움터 등에 접속해 사전 준비된 영상·슬라이더를 이용하는 교육
320,9,1,교육동기 및 참여정도에 대한 조사입니다.
320,9,5,귀하께서 본 과정을 신청하게 된 동기는 무엇입니까?(중복선택 가능)
320,9,6,귀하께서 본 과정의 학습에 참여한 정도는 어떻게 되십니까?
320,9,7,귀하의 업무와 교육내용이 관련이 있습니까?
320,10,1,"실시간 온라인 교육을 위해 시스템에 접속하고, 접속 후 수업을 진행하는데 불편이 없었습니까?"
320,10,2,교육시설 및 환경에 관한 만족도 조사입니다.
320,10,3,"실시간 온라인 교육에 적응하고 집중할 수 있도록 교육지원(교육환경 구축, 장애 대응 등)이 충분하였습니까?"
320,10,16,이 밖에 교육과정 및 편의시설 등에 바라는 것이나 좋은 의견이 있으면 적어 주십시오.
320,11,1,이 과정 강의는 학습자의 흥미를 이끌어내는데 충분하였습니까?
320,11,2,교육운영에 관한 만족도 조사입니다.
320,11,3,본 과정의 교육내용 및 교과편성은 교육목표에 맞춰 잘 편성되었습니까?
320,11,4,이 과정의 교육인원은 적절하였습니까?
320,11,5,이 과정의 교육기간은 적절하였습니까?
320,11,6,"이 과정의 교수방법(강의식, 체험식, 발표 등)은 교육내용을 이해하는데 효과적이었습니까?"
320,11,7,이 과정의 교재·교육자료는 교육내용을 이해하는데 도움이 되었습니까?
320,12,11,교육효과에 관한 만족도 조사입니다.
320,12,12,학습한 내용은 직무 활용 또는 자기개발에 도움이 됩니까?
320,12,13,학습한 내용은 본인의 역량을 높이는데 도움이 될 것 같습니까?
320,12,14,본 교육과정을 통해 귀하의 교육목표를 달성하셨습니까?
320,12,15,이 과정을 다른 동료에게 추천하시겠습니까?
321,1,1,교육만족도 설문지입니다
321,1,2,성별
321,1,3,직급
321,1,4,근무연수
321,1,9,직렬(직종)
321,1,10,근무처
321,5,1,이 과정 강의는 학습자의 흥미를 이끌어내는데 충분하였습니까?
321,5,2,교육운영에 관한 만족도 조사입니다.
321,5,3,본 과정의 교육내용 및 교과편성은 교육목표에 맞춰 잘 편성되었습니까?
321,5,4,이 과정의 교육인원은 적절하였습니까?
321,5,5,이 과정의 교육기간은 적절하였습니까?
321,5,6,"이 과정의 교수방법(강의식, 체험식, 발표 등)은 교육내용을 이해하는데 효과적이었습니까?"
321,5,7,이 과정의 교재·교육자료는 교육내용을 이해하는데 도움이 되었습니까?
321,6,5,교과목별 만족도 조사입니다.
321,6,6,강의내용‧스킬
321,6,7,교육자료
321,7,5,귀하께서 본 과정을 신청하게 된 동기는 무엇입니까?(중복선택 가능)
321,7,6,귀하께서 본 과정의 학습에 참여한 정도는 어떻게 되십니까?
321,7,7,귀하의 업무와 교육내용이 관련이 있습니까?
321,7,9,교육동기 및 참여정도에 대한 조사입니다. 
321,8,8,교육시설 및 환경에 관한 만족도 조사입니다
321,8,9,"교육시설(강의실, 분임토의실 등)에 대해 만족하십니까?"
